"";"name";"ID";"agreement_start";"creditcardnr";"default";"date_of_default"
"4171";"Kent Nicolas";"602-55-2524";1996-06-14;"3583-3026-8269-6607";1;"2007-07-31"
"4172";"Major Kuhn";"736-16-5092";2000-09-27;"1155-4783-1668-7768";0;NA
"4173";"Arlean Bartell";"365-24-3372";1995-12-26;"2769-7941-3202-2708";1;"2021-02-11"
"4174";"Sheba Spinka";"335-50-1378";1999-12-15;"5452-4936-7825-2098";1;"2009-05-12"
"4175";"Rosario Gleichner";"593-41-9302";2002-05-28;"5011-7294-8910-9920";0;NA
"4176";"Douglass Rogahn";"272-19-4875";2002-04-14;"5669-4563-4879-1193";1;"2005-10-04"
"4177";"Emil Bins";"841-28-1553";1990-07-17;"1768-8295-4268-4150";0;NA
"4178";"Bee Emard";"878-61-2252";2003-06-16;"4479-6183-9326-4252";0;NA
"4179";"Jude Hoppe";"431-46-9776";1996-08-31;"6222-9668-1286-6079";0;NA
"4180";"Ernesto Price";"932-76-6540";1995-08-23;"2702-6782-8793-8936";0;NA
"4181";"Harrison Kozey";"301-51-4247";1994-05-01;"9408-1935-8188-3448";0;NA
"4182";"Shakita Olson";"827-99-4089";2000-03-25;"1019-1552-2245-8450";0;NA
"4183";"Eugene Jaskolski";"988-95-5188";1990-09-17;"2614-1920-9045-6325";0;NA
"4184";"Edmund Greenholt";"869-16-8051";1997-03-11;"7284-2009-2419-9245";0;NA
"4185";"Mora Aimonetti";"758-50-5757";1991-06-09;"7162-2335-9986-9580";0;NA
"4186";"Coy Bode";"442-56-1416";1990-12-17;"1639-6164-2419-1571";0;NA
"4187";"Nakita Bednar";"715-75-1681";1993-08-13;"9080-5799-6672-3168";0;NA
"4188";"Annalee Anderson";"374-82-9036";1993-08-14;"3896-7803-2220-4328";0;NA
"4189";"Merle Kuhic";"992-57-1538";1990-01-15;"8345-2041-7629-5466";1;"2008-04-01"
"4190";"Josh Grady";"707-20-6842";1992-01-21;"9116-6431-8696-5569";1;"2004-08-02"
"4191";"Elliot Kerluke";"579-45-9341";2000-05-01;"7677-8533-9867-6504";0;NA
"4192";"Elbert Satterfield";"563-62-9196";1991-08-30;"7540-6208-3939-8353";0;NA
"4193";"Royce Conroy";"949-89-3338";1999-09-20;"1753-1698-4574-1836";0;NA
"4194";"Ethan Leannon";"285-31-1717";1995-05-16;"3624-7735-4447-4785";0;NA
"4195";"Lenny Mosciski";"546-27-3159";1995-06-05;"1312-7484-2210-4260";0;NA
"4196";"Katia Weimann";"152-67-8086";1995-07-29;"9723-2631-5236-6172";0;NA
"4197";"Augusta Okuneva";"824-80-9452";1992-07-22;"7956-7745-8512-8120";1;"2012-02-27"
"4198";"Jay Kirlin";"113-96-5034";1995-06-01;"3262-6191-1861-3603";0;NA
"4199";"Gregg Larkin";"812-44-3348";1992-07-24;"6499-5872-2957-6684";0;NA
"4200";"Keenan Mohr";"831-30-1263";1991-11-02;"7015-2094-8682-1176";0;NA
"4201";"Warren Casper";"191-74-7653";2002-08-05;"8174-1037-6440-8662";0;NA
"4202";"Sang Mills";"723-94-6391";1999-07-24;"4709-9425-3748-9433";0;NA
"4203";"Lyndia Dicki";"300-47-5007";1998-12-01;"6686-9586-6051-8311";0;NA
"4204";"Paulene Towne";"827-69-9301";2000-02-14;"8253-8350-4114-3576";0;NA
"4205";"Jaleesa Mills";"825-42-1603";1990-11-29;"9264-7476-9275-8708";0;NA
"4206";"Neville Heidenreich";"697-47-9737";1994-09-08;"5142-7200-7568-6269";0;NA
"4207";"Tawana McCullough";"681-51-3657";1998-08-23;"6911-6865-6866-5418";1;"2019-07-16"
"4208";"Latashia Champlin";"302-57-9163";1990-01-08;"6166-3574-6650-6488";0;NA
"4209";"Hubert Mohr";"825-84-1214";1993-07-06;"2045-8384-2664-7662";0;NA
"4210";"Kenton Hodkiewicz";"772-30-8816";1995-09-12;"8101-7040-6998-2538";0;NA
"4211";"Leo Lang";"833-53-5946";1993-02-05;"3613-5730-3998-8474";1;"2004-12-09"
"4212";"Zane Ernser";"698-72-4024";2000-02-01;"6012-6764-1330-8818";0;NA
"4213";"Ming Runolfsdottir";"233-88-4429";1990-08-26;"1064-6142-3917-8321";0;NA
"4214";"Mohammed Jaskolski";"471-20-4852";1997-06-17;"6744-4469-7329-5730";0;NA
"4215";"Suzanna Mayert";"801-90-3277";1991-04-17;"9453-6177-9574-6612";0;NA
"4216";"Vance Hahn";"721-80-9634";1990-05-22;"7900-2311-7082-8152";0;NA
"4217";"Antone Carter";"985-35-9738";1993-04-05;"8517-1052-8533-3681";0;NA
"4218";"Isaac Haley";"170-63-9115";1995-04-25;"6832-9303-4585-5269";0;NA
"4219";"Armand Bogisich";"574-79-6845";2003-06-28;"2703-9388-1406-6134";1;"2019-08-19"
"4220";"Berry Reichert";"246-44-1039";1992-03-14;"3351-6635-2198-6804";0;NA
"4221";"Dora Larkin";"246-52-9914";1991-07-12;"1146-5578-9271-3080";0;NA
"4222";"Bruno Murphy";"336-78-5684";1995-03-21;"6017-9459-1670-6765";1;"2012-06-22"
"4223";"Rona Larkin";"775-79-4270";1999-12-05;"1491-8303-4481-8284";1;"2013-01-07"
"4224";"Alene Zieme";"152-32-8039";1998-04-03;"9547-4985-1929-9029";1;"2019-11-19"
"4225";"Vaughn Schmidt";"387-66-4818";1997-11-22;"5038-4255-9999-7514";1;"2014-02-12"
"4226";"Rudy Emard";"900-12-5348";1994-03-20;"3563-7239-3479-8766";0;NA
"4227";"Herb Mitchell";"151-15-5140";1997-03-03;"3636-6521-4565-2134";1;"2024-02-11"
"4228";"Dudley Runte";"474-98-6663";1994-11-06;"9622-2630-4091-3151";0;NA
"4229";"Rickie Simonis";"317-49-7993";2000-06-24;"7185-6826-9133-5551";0;NA
"4230";"Odis Parisian";"117-94-6700";1998-09-18;"5391-4600-8711-8749";1;"2021-03-17"
"4231";"Hollie Douglas";"144-86-1536";2000-08-14;"7247-2143-5638-3772";0;NA
"4232";"Dewitt Crist";"405-80-4187";1994-08-25;"3827-6142-2296-4428";1;"2017-02-18"
"4233";"Era O'Kon";"594-41-8970";1992-04-03;"7720-3736-5100-1493";0;NA
"4234";"Adelaide Goldner";"129-94-1356";1997-08-17;"9176-5350-8650-4505";0;NA
"4235";"Lauran Howe";"750-46-2246";1996-07-11;"7665-5682-2911-4681";1;"2007-07-11"
"4236";"Tommie Collins";"203-33-6693";1997-06-04;"8885-5592-7301-3560";1;"2015-05-14"
"4237";"Lucilla Aufderhar";"651-82-2662";1990-04-17;"1922-4298-6184-6458";0;NA
"4238";"Pa Dietrich";"964-26-8512";1992-09-01;"8842-4770-1550-1634";0;NA
"4239";"Alesha Hodkiewicz";"345-72-3857";1997-12-28;"4398-5472-9149-2235";0;NA
"4240";"Ivy Schaden";"849-88-7440";1993-07-20;"8004-4129-6983-4962";0;NA
"4241";"Alton Wilderman";"991-78-6099";1992-10-30;"9663-7145-5306-8478";1;"2004-04-19"
"4242";"Zenia Daugherty";"347-36-3405";1994-11-11;"6105-5278-2012-8103";0;NA
"4243";"Livia Zboncak";"896-69-1228";2001-10-14;"2638-4140-4742-4074";0;NA
"4244";"Vernon Turcotte";"332-74-5926";2000-10-09;"7855-5017-5323-9291";0;NA
"4245";"Kristian Ankunding";"993-82-5821";1998-12-29;"7576-3771-8543-7658";0;NA
"4246";"Nerissa Bruen";"476-84-6611";1991-04-25;"5456-3589-6011-4068";0;NA
"4247";"Aron Spinka";"170-77-6326";2001-02-17;"9563-7341-7709-4255";0;NA
"4248";"Wilmer Pfeffer";"956-79-7295";1995-04-30;"3420-4925-3994-5953";0;NA
"4249";"Malinda Bauch";"126-90-8055";1991-05-30;"2395-9440-3644-9571";0;NA
"4250";"Remedios Carter";"878-87-2447";1997-08-18;"3426-3395-6230-5293";0;NA
"4251";"Cortez Cremin";"452-10-3928";2003-03-21;"3910-9667-9216-5376";0;NA
"4252";"Kareem Kutch";"375-68-3266";1991-07-01;"6704-2542-1614-4310";0;NA
"4253";"Marlys Welch";"125-71-9453";1993-10-18;"5912-2482-3166-5182";0;NA
"4254";"Jerome Yost";"667-86-8465";1994-04-04;"6210-9229-7549-4709";0;NA
"4255";"Leon Spinka";"834-87-7905";2002-10-17;"6098-5051-4185-5676";0;NA
"4256";"Gino Strosin";"988-13-7551";2003-10-29;"7539-3332-5678-7426";0;NA
"4257";"Anton Sawayn";"484-90-1541";1992-07-21;"8293-4251-1069-3427";0;NA
"4258";"Joey Klocko";"726-55-2299";2001-06-22;"5088-9705-5141-8653";0;NA
"4259";"Sierra Russel";"620-12-8608";1998-04-28;"1776-3446-1824-9991";0;NA
"4260";"Santina Hayes";"775-61-1156";1998-06-17;"8689-1578-9198-3823";0;NA
"4261";"Dan Schowalter";"733-91-4845";1991-05-01;"8976-3766-6295-9303";0;NA
"4262";"Selene Durgan";"236-55-9439";1992-02-03;"2965-6775-4742-9004";0;NA
"4263";"Sanford Klocko";"492-57-7507";1994-08-15;"6138-3283-4193-5597";0;NA
"4264";"Quyen Cruickshank";"754-67-4983";1996-11-04;"4915-5364-6468-3498";1;"2011-03-30"
"4265";"Basilia Abshire";"598-95-6995";1993-01-19;"7252-5030-6538-7505";0;NA
"4266";"Jimmy Predovic";"758-76-3521";1994-02-23;"3102-5559-7689-6566";0;NA
"4267";"Harris Nienow";"971-65-7858";1991-07-20;"6458-1593-4234-6929";0;NA
"4268";"Johnson Dare";"934-28-3066";1996-12-31;"9992-5983-3054-2725";1;"2007-04-21"
"4269";"Oliver Boyer";"598-19-8260";1992-06-13;"9574-3371-7005-1676";0;NA
"4270";"Mirian Walter";"900-45-7971";1999-07-07;"3623-9204-1856-3886";0;NA
"4271";"Cora Auer";"542-70-1154";1999-02-27;"6932-1086-2085-1504";0;NA
"4272";"Charlsie Heathcote";"799-79-5419";2001-04-06;"6578-4781-2024-3899";1;"2021-01-30"
"4273";"Gianna Swift";"884-66-9408";1997-05-11;"4364-9811-2276-7028";0;NA
"4274";"Arnoldo Cummerata";"736-18-1009";1992-04-02;"7478-7820-2431-9338";0;NA
"4275";"Nickolas Denesik";"103-85-1806";1995-07-26;"5137-9709-1449-4234";0;NA
"4276";"Steven Braun";"849-77-7206";1991-05-07;"2074-3513-2049-2490";0;NA
"4277";"Logan Wuckert";"589-93-9534";1994-03-12;"4043-9643-1196-2877";1;"2014-05-18"
"4278";"Jewel Mosciski";"806-82-9133";1993-12-03;"3858-7858-7792-2646";0;NA
"4279";"Deandre Cremin";"409-32-3174";1998-06-27;"4962-8590-4660-3793";0;NA
"4280";"Jerold Johns";"180-15-8371";1999-06-18;"1835-8890-3762-9571";0;NA
"4281";"Dan Windler";"579-31-3676";1991-09-20;"9390-3397-8089-7675";0;NA
"4282";"Dwight Haley";"109-36-6182";1999-03-01;"3650-3451-1122-5022";0;NA
"4283";"Irma Feil";"556-38-6687";1992-06-01;"9737-4939-8115-2467";1;"2009-10-21"
"4284";"Zenobia Kris";"989-63-3948";1990-06-22;"2736-4999-7093-5248";0;NA
"4285";"Jeremiah Shields";"537-71-7335";1997-08-29;"5278-4417-9923-2105";0;NA
"4286";"Bethanie McClure";"431-30-1796";1992-03-01;"3187-3158-3189-3467";0;NA
"4287";"Alvina Langosh";"157-25-5862";1990-06-26;"7535-6730-7981-6674";1;"2009-06-18"
"4288";"Rossie Donnelly";"277-85-2443";1993-06-09;"6156-1235-7443-5223";1;"2011-06-13"
"4289";"Jewel Klocko";"917-34-9364";1990-08-06;"9913-2130-4112-8997";1;"2024-07-06"
"4290";"Larae Beahan";"777-56-3577";1998-05-26;"1907-8638-7135-5235";1;"2022-05-08"
"4291";"Sherman Haley";"238-88-1774";2001-10-21;"5745-8294-9841-1656";0;NA
"4292";"Kecia D'Amore";"792-13-8976";1997-05-25;"7167-6115-6339-1991";0;NA
"4293";"Garland Schroeder";"247-65-4564";2002-05-23;"1286-2882-2118-2704";0;NA
"4294";"Rickey Wintheiser";"829-81-4142";1992-01-16;"5720-4899-7552-9414";0;NA
"4295";"Chauncey O'Hara";"140-79-5028";1992-08-18;"6435-2942-8622-6638";1;"2019-02-14"
"4296";"Jillian Brakus";"287-16-1439";1995-10-05;"5868-3518-7283-8156";0;NA
"4297";"Huey Zemlak";"634-34-3726";2000-12-28;"6352-9623-9677-9881";0;NA
"4298";"Omar Yundt";"901-42-8091";1997-08-21;"5188-8289-4822-3032";0;NA
"4299";"Mildred Weissnat";"331-25-4742";2003-03-28;"9850-3248-9082-9917";1;"2013-11-04"
"4300";"Lane Gibson";"965-93-7914";1994-09-21;"7794-1880-6823-5147";0;NA
"4301";"Everette Nikolaus";"480-98-8579";1990-06-08;"7586-3059-4363-1695";0;NA
"4302";"Bobbie Douglas";"601-47-9215";2000-11-24;"5319-9812-1176-5523";0;NA
"4303";"Candida Harvey";"713-46-7576";1994-07-10;"1973-4080-3230-2214";0;NA
"4304";"Van Buckridge";"544-85-9326";1994-04-20;"9566-9705-2227-1584";0;NA
"4305";"Barrett Cruickshank";"836-12-3660";1999-12-16;"7800-1883-7532-9447";0;NA
"4306";"Norman Larkin";"885-24-9605";2003-03-15;"1152-2676-1827-2615";0;NA
"4307";"Cecile Stiedemann";"918-21-5145";1991-02-05;"2156-1457-4201-2891";0;NA
"4308";"Tran Casper";"509-78-9266";1992-02-07;"1385-6554-3376-3260";0;NA
"4309";"Pat Harber";"253-61-8724";2002-10-01;"5293-9661-7275-4469";1;"2021-02-21"
"4310";"Brendon Stokes";"626-62-2381";2003-03-20;"1192-4905-4477-4803";1;"2017-12-22"
"4311";"Owen Johnson";"806-83-2059";1994-10-18;"7572-1711-6655-9520";0;NA
"4312";"Alyce Sanford";"588-75-8951";1996-10-16;"5229-9206-4702-8733";1;"2009-10-04"
"4313";"Chanelle Reynolds";"108-62-1300";1990-07-14;"9126-7436-9713-9643";0;NA
"4314";"Lavenia Carter";"976-34-8528";1990-05-16;"4818-6264-9973-4254";0;NA
"4315";"Abel Rosenbaum";"310-42-8825";2003-10-20;"9199-8998-2418-2327";0;NA
"4316";"Haley Kilback";"196-53-7865";2000-03-19;"1560-1418-4580-9975";0;NA
"4317";"Sheena Wehner";"856-21-1944";1994-08-17;"6604-9157-1927-1527";1;"2018-02-01"
"4318";"Ulysses Rice";"267-69-3002";1994-12-09;"7471-2047-7309-6426";0;NA
"4319";"Denisse Tremblay";"214-47-2277";1995-03-03;"7016-7091-8460-6769";1;"2022-06-13"
"4320";"Franchesca Von";"263-13-8738";1998-02-16;"8679-6826-3086-2402";1;"2017-05-26"
"4321";"Jack Lowe";"868-80-7413";2001-11-27;"5685-8653-5379-3840";0;NA
"4322";"Pasquale Cummerata";"729-56-4519";1997-01-20;"5777-3575-5673-7819";0;NA
"4323";"Alva Nader";"934-95-7537";1995-01-25;"2900-6477-1743-4544";1;"2006-11-05"
"4324";"Winford Wilderman";"420-44-1942";2003-02-19;"2276-8788-4268-6809";0;NA
"4325";"Noel Daniel";"729-88-7138";1993-01-31;"1568-1130-2880-4669";0;NA
"4326";"Phung Pacocha";"698-43-6641";1992-07-16;"8060-9817-2549-6365";0;NA
"4327";"Angelic Mayer";"430-30-9103";2001-11-15;"2810-3141-9333-7228";0;NA
"4328";"Merlin Blanda";"704-12-1377";1996-10-11;"4280-7575-9320-9257";0;NA
"4329";"Earleen Altenwerth";"731-78-1388";2001-06-24;"2194-6696-6915-8316";0;NA
"4330";"Kenny Schaden";"473-18-3984";1991-12-03;"8374-7712-1974-7825";0;NA
"4331";"Christine Blick";"964-34-2937";1994-05-26;"9796-1735-5225-4900";0;NA
"4332";"Fatima Roob";"652-44-4222";2002-05-11;"2075-5704-2273-4382";0;NA
"4333";"Rickey Boehm";"149-71-7962";1997-06-16;"7856-3053-9392-3775";0;NA
"4334";"Franklin Koelpin";"812-82-2060";2003-04-18;"6082-3287-5901-5972";1;"2006-04-18"
"4335";"Elton Becker";"801-30-1073";2003-10-31;"6486-1962-2631-5794";0;NA
"4336";"Mechelle Rice";"572-98-1709";1993-12-26;"5263-6486-7412-1116";1;"2013-11-19"
"4337";"Myrle Beer";"116-97-5792";1996-09-16;"2945-2060-3219-7485";0;NA
"4338";"Calista Harvey";"721-83-5795";1993-01-23;"8318-6542-1941-6297";0;NA
"4339";"Isidra Gislason";"802-52-5164";1994-04-24;"2758-3585-4486-8554";0;NA
"4340";"Darell Jast";"231-58-4006";1998-01-19;"3982-4486-4746-4430";0;NA
"4341";"Analisa Bashirian";"946-95-8226";1994-06-18;"6542-9634-7996-9621";0;NA
"4342";"Carmelo Nader";"972-96-7378";1997-11-05;"3652-1779-5158-4167";0;NA
"4343";"Augustine Abshire";"255-17-5169";2003-02-17;"5270-6046-6723-6765";0;NA
"4344";"Booker Beatty";"137-17-6904";2002-02-08;"6808-4726-8592-9507";0;NA
"4345";"Roscoe Miller";"245-58-9104";1991-05-02;"6363-8834-4839-9907";0;NA
"4346";"Dwayne Smith";"281-51-3327";1995-08-06;"8621-4726-5473-7599";0;NA
"4347";"Yuk Stanton";"685-40-2379";1996-05-13;"1199-5211-9609-4581";0;NA
"4348";"Alfonzo Batz";"607-34-7268";2003-01-06;"7778-5904-4076-6202";1;"2018-10-14"
"4349";"Elfriede Hackett";"730-63-4656";2001-12-03;"4236-2385-9776-7355";0;NA
"4350";"Wilber Nicolas";"168-54-6176";2000-08-24;"9910-3527-9050-9980";0;NA
"4351";"Taylor Nolan";"223-11-1632";2002-10-04;"9654-3860-3780-1812";0;NA
"4352";"Marylyn Lubowitz";"490-65-2375";2001-11-20;"2476-3341-5135-7216";0;NA
"4353";"Grant Wilkinson";"450-43-6534";1992-02-24;"2797-7145-4612-7749";0;NA
"4354";"Adam Feest";"689-90-4701";2003-10-06;"7457-8916-1669-4367";1;"2024-01-17"
"4355";"Garret Stehr";"254-27-2920";1992-12-06;"3092-2465-3286-8485";0;NA
"4356";"Vincenza Metz";"172-44-9602";2002-04-18;"8536-1489-8642-5153";0;NA
"4357";"Chase Balistreri";"224-98-1396";1993-11-23;"8202-3032-8704-9702";1;"2018-08-27"
"4358";"Marcie Auer";"349-92-5137";2001-07-10;"8689-2981-6976-2151";0;NA
"4359";"Yer Windler";"897-66-9875";1991-01-13;"3020-6123-4257-3227";0;NA
"4360";"Desirae Smith";"267-67-9366";2001-01-18;"7341-9626-4895-5593";0;NA
"4361";"Felice Schuppe";"453-77-4410";1992-08-24;"6682-2984-9537-3329";0;NA
"4362";"Carroll Fahey";"952-84-7971";1991-11-14;"2641-3517-4898-8207";1;"2004-02-12"
"4363";"Raymon Keebler";"627-16-1778";1997-10-16;"7141-4019-5687-8908";0;NA
"4364";"Judi Baumbach";"371-76-1403";1993-09-14;"8001-6517-2347-9411";0;NA
"4365";"Cornelia McCullough";"301-98-7456";1991-03-08;"7190-9735-3841-7986";0;NA
"4366";"Brant Wolff";"306-34-1646";1998-04-13;"4113-5409-1242-9831";0;NA
"4367";"Ignacia Bernier";"237-83-8879";1994-05-06;"3604-6763-6466-3899";0;NA
"4368";"Larita Reinger";"254-82-3174";1993-08-26;"4023-5478-7402-6123";0;NA
"4369";"Constance Cole";"324-23-7245";2000-01-31;"7480-3234-4745-5586";0;NA
"4370";"Ivan Gaylord";"831-95-6830";1993-06-06;"1699-4419-5826-9803";0;NA
"4371";"Jenni Witting";"841-41-2556";2000-03-14;"7581-6453-1923-1227";0;NA
"4372";"Allen Wiza";"479-84-3358";2003-11-21;"9593-4648-2287-4997";1;"2009-12-30"
"4373";"Andra Leannon";"281-64-3165";1998-10-21;"1349-2801-1367-2174";0;NA
"4374";"Matt O'Hara";"736-74-5390";2001-06-18;"1830-6989-1887-6050";0;NA
"4375";"Johanne Stark";"857-96-5951";2001-02-18;"8112-3613-6341-7600";1;"2016-06-04"
"4376";"Joan Wisozk";"848-30-3656";2000-07-10;"9309-1483-7929-2255";0;NA
"4377";"Lionel Collins";"328-10-1492";1992-03-07;"5604-6332-8533-6157";0;NA
"4378";"Hettie Bergstrom";"817-65-2935";1994-01-07;"3605-5740-3619-2045";0;NA
"4379";"Miquel Russel";"944-67-1032";1991-06-30;"5918-7128-2142-1526";0;NA
"4380";"Tuan Kemmer";"362-99-6807";1993-05-20;"2403-8293-3816-1598";0;NA
"4381";"Lashell Windler";"750-80-6686";2001-03-16;"7798-3177-3188-8949";0;NA
"4382";"Christopher Towne";"169-93-2966";1999-04-07;"6103-2860-1362-5037";0;NA
"4383";"Geraldo Wilkinson";"463-64-2644";1996-09-28;"3723-5167-3438-1174";1;"2014-06-16"
"4384";"Pinkie Doyle";"200-29-1263";1992-01-19;"8454-9009-7120-2082";0;NA
"4385";"Cliff Hirthe";"684-70-7597";1992-03-11;"1184-3116-1487-5397";0;NA
"4386";"Lauren Feest";"237-69-2873";2003-06-14;"7575-3708-4802-8890";1;"2012-08-30"
"4387";"Quinn Beier";"190-76-9799";2000-03-22;"2104-5982-5763-3426";0;NA
"4388";"Rhett Gutkowski";"703-65-2909";1995-02-13;"7005-2268-9590-3861";0;NA
"4389";"Coleen Harris";"448-87-4194";2003-02-05;"2732-6954-2800-2263";0;NA
"4390";"Jovita Kuhic";"812-25-3040";1994-01-30;"5040-7872-5247-3351";0;NA
"4391";"Dustin Nader";"689-89-2471";1994-09-19;"5244-8788-4063-1623";1;"2004-11-20"
"4392";"Odis Russel";"936-56-1287";1996-01-18;"5534-6838-7524-7527";0;NA
"4393";"Clint Brown";"616-60-2682";2003-08-17;"2745-6203-9153-3688";1;"2020-11-05"
"4394";"Theodore Sauer";"951-75-2867";2003-06-01;"8310-8340-4756-4814";0;NA
"4395";"Marshall McGlynn";"274-16-9920";2000-11-19;"9323-4421-4664-3965";0;NA
"4396";"Dot Strosin";"138-42-9175";1990-04-14;"7717-1824-3779-2452";0;NA
"4397";"Jocelyn Medhurst";"541-92-1620";1999-07-20;"1224-3014-3561-8427";0;NA
"4398";"Carroll Gaylord";"498-23-7607";2001-07-26;"2632-5385-3566-6474";0;NA
"4399";"Ruthann Kling";"376-25-3323";2002-11-27;"6669-5540-9930-5342";0;NA
"4400";"Linn Donnelly";"507-18-9955";1992-03-04;"2663-3401-5751-1197";1;"2015-01-06"
"4401";"Jamal Wisozk";"765-25-9175";1992-08-19;"8069-5362-9849-8160";0;NA
"4402";"Branden Wisoky";"241-96-4783";1993-03-01;"4136-8100-6855-2202";0;NA
"4403";"Candida Aufderhar";"245-14-3259";1990-06-14;"9133-4437-3103-6907";1;"2022-08-30"
"4404";"Porfirio Leffler";"925-11-7002";1993-10-25;"4488-6957-5794-7458";0;NA
"4405";"Omer Sawayn";"422-83-1078";1995-12-07;"3953-6204-4424-5468";1;"2020-10-03"
"4406";"Bell Lowe";"410-89-8305";1993-03-09;"7120-3941-4797-1080";0;NA
"4407";"Thanh Upton";"854-25-9588";1993-06-04;"3207-4317-3243-2372";0;NA
"4408";"Theodora Torphy";"602-80-8536";1993-06-02;"1512-8355-7922-1536";0;NA
"4409";"Jewel Murazik";"485-35-8953";1995-11-21;"7732-4931-6651-4299";0;NA
"4410";"Ronna Leffler";"142-26-6717";1996-01-01;"7874-1872-3557-7540";0;NA
"4411";"Carmen Watsica";"891-82-2194";1995-07-25;"9850-1652-3873-3145";0;NA
"4412";"Tod Johns";"250-14-7166";1993-09-07;"5580-5268-1423-9341";0;NA
"4413";"Edmond Will";"359-50-1099";2003-04-15;"2429-8420-3503-4102";0;NA
"4414";"Juan Padberg";"973-30-9348";1996-12-08;"9923-8839-4915-8263";1;"2012-06-08"
"4415";"Herman Green";"573-95-6737";1991-06-24;"1359-8825-6087-7021";0;NA
"4416";"Kathe Zulauf";"121-50-3073";2000-04-28;"6669-4657-6487-2298";0;NA
"4417";"Loren Yost";"290-36-2234";2003-03-09;"4530-1811-4675-3146";0;NA
"4418";"Tifany Trantow";"697-49-3493";2000-03-16;"6842-1386-1588-4443";0;NA
"4419";"Agustin Hintz";"296-65-6990";1999-04-28;"1940-4191-6971-5125";0;NA
"4420";"Lesley Schmidt";"566-35-5830";1993-08-18;"8054-3119-9443-2878";0;NA
"4421";"Marcene Ruecker";"905-54-7089";1993-04-23;"2364-2576-7978-7492";1;"2013-02-19"
"4422";"Rick Bailey";"497-16-4142";2003-10-25;"4298-3066-8350-9141";0;NA
"4423";"Zulema Kub";"885-62-7410";1995-10-08;"8509-8840-7785-4898";0;NA
"4424";"Gregg Daugherty";"196-43-4661";1995-10-28;"2007-1604-6707-1611";0;NA
"4425";"Iraida Goyette";"762-77-2364";2000-12-12;"2630-9310-2917-7804";0;NA
"4426";"Echo Hahn";"986-39-8397";1992-11-13;"8946-6972-5584-1932";0;NA
"4427";"Margert Brakus";"770-46-1292";1991-10-06;"9005-3261-9960-1142";0;NA
"4428";"Camellia Fay";"779-93-5996";1995-10-19;"1930-4731-2468-7901";0;NA
"4429";"Loren Kulas";"456-16-3666";1995-05-22;"1603-2438-7330-1571";0;NA
"4430";"Stasia Stokes";"928-50-6514";1994-09-28;"2634-8965-4423-6295";0;NA
"4431";"Magdalen Bergstrom";"397-12-3940";1990-04-26;"4549-6798-1507-2464";0;NA
"4432";"Charlena Anderson";"662-61-2538";1994-04-13;"2430-6078-1178-9174";0;NA
"4433";"Jerry Gulgowski";"509-52-2566";1997-04-13;"2606-4402-4170-9764";0;NA
"4434";"Adena Hand";"807-22-3542";2001-05-17;"2969-4261-3460-8875";0;NA
"4435";"Parker Schoen";"296-17-6876";1996-01-31;"2166-5914-7541-4608";0;NA
"4436";"Sammie Wolf";"512-53-4647";1990-03-13;"7775-1741-3894-1093";0;NA
"4437";"Tangela Bauch";"604-25-8102";1996-04-09;"3993-9453-2949-6946";1;"2014-12-25"
"4438";"Earleen Macejkovic";"100-21-6044";2003-09-22;"8210-8012-6428-7707";0;NA
"4439";"Maisie Zboncak";"935-39-3353";1990-01-29;"2227-4542-1094-2927";1;"2014-01-25"
"4440";"Marlyn Dare";"774-46-3130";1996-05-18;"3943-3853-4534-9830";0;NA
"4441";"Violeta Hauck";"892-60-9042";1995-12-30;"3165-5926-8972-4716";0;NA
"4442";"Jeanine Fadel";"650-87-4491";2002-06-30;"3107-8726-2542-5250";0;NA
"4443";"Gerry Gutmann";"207-38-3429";1997-01-03;"6714-2739-2392-3054";0;NA
"4444";"Rex Gutkowski";"562-31-6632";1997-11-29;"8143-7862-4165-9103";1;"2024-01-05"
"4445";"Pattie Hahn";"217-28-2603";1998-03-05;"3843-1951-6815-2176";0;NA
"4446";"Noel Cruickshank";"117-10-2179";2002-08-20;"2566-4918-4662-4387";0;NA
"4447";"Irina Harvey";"860-39-2376";1994-02-21;"8479-5119-1637-2052";0;NA
"4448";"Mariko Kirlin";"363-22-2900";1992-04-19;"4477-5477-3600-2346";1;"2006-01-28"
"4449";"Lashandra Ryan";"457-78-3177";1997-05-26;"1981-7730-8499-2089";0;NA
"4450";"Hannelore Heaney";"906-35-7497";2003-02-06;"6532-3424-4898-5497";0;NA
"4451";"Dorian Jaskolski";"824-70-9022";1994-08-30;"2568-4200-3480-8357";0;NA
"4452";"Susanne Turcotte";"728-13-9423";1991-06-28;"6419-9253-2353-4289";0;NA
"4453";"Filiberto Smitham";"131-76-7393";1994-09-22;"4956-1487-7169-9235";0;NA
"4454";"Lizzette Smith";"626-61-6666";1999-02-07;"9123-6341-6705-1941";1;"2005-06-25"
"4455";"Isaac Skiles";"547-61-6453";1996-06-19;"8719-8254-3454-5372";0;NA
"4456";"Milton Gerlach";"307-79-6865";1990-10-06;"2187-3851-2656-3105";0;NA
"4457";"Broderick Aimonetti";"960-63-9904";1995-05-31;"6914-8867-9085-2166";0;NA
"4458";"Matthew Zieme";"596-99-8915";1991-06-18;"4027-7765-7370-1034";0;NA
"4459";"Timmy Simonis";"823-43-5152";1995-02-23;"5100-6394-1440-7554";1;"2004-02-28"
