"";"ID";"value_mortgage";"value_nonmortgage"
"2479";"807-84-2587";0;11683
"2480";"310-13-3835";0;1715
"2481";"471-47-6751";0;13718
"2482";"222-28-9017";0;14041
"2483";"931-96-7059";0;10602
"2484";"296-32-7687";377570;17227
"2485";"986-90-5490";0;6725
"2486";"527-88-2940";0;13379
"2487";"561-56-2018";1573918;3195
"2488";"341-28-2377";0;9077
"2489";"500-44-2869";0;14332
"2490";"484-81-8895";0;10509
"2491";"780-57-9757";0;6214
"2492";"232-34-5575";0;11310
"2493";"166-50-1020";706921;19676
"2494";"989-40-1348";669438;16201
"2495";"287-63-7894";0;7265
"2496";"583-18-6208";0;3137
"2497";"278-94-7057";0;17043
"2498";"697-16-3694";0;15323
"2499";"725-81-6962";679724;6835
"2500";"833-12-9532";0;11208
"2501";"962-54-5755";0;2886
"2502";"900-43-4845";0;27476
"2503";"544-15-7171";584401;7183
"2504";"849-76-9130";0;16680
"2505";"369-15-7333";906958;10177
"2506";"867-62-3005";472306;2285
"2507";"961-20-9590";0;2153
"2508";"614-88-4211";269638;5530
"2509";"128-55-3466";0;8397
"2510";"327-20-3306";0;13721
"2511";"290-53-8496";0;2845
"2512";"304-99-8622";0;2647
"2513";"237-45-3337";0;18392
"2514";"881-16-5965";489434;16271
"2515";"396-31-1795";0;5298
"2516";"862-49-9543";0;5347
"2517";"399-99-4647";0;6642
"2518";"528-68-2565";551006;6367
"2519";"395-82-1573";0;5140
"2520";"961-62-6008";471590;6177
"2521";"990-75-5001";541450;4173
"2522";"730-77-1081";401701;11464
"2523";"844-26-8805";345808;620
"2524";"789-90-9345";0;10589
"2525";"191-13-2730";0;14313
"2526";"365-83-3791";0;1470
"2527";"393-44-5434";480961;8347
"2528";"925-68-7459";283394;2291
"2529";"104-75-2166";0;7978
"2530";"979-62-9881";0;17097
"2531";"546-72-6986";0;3895
"2532";"913-83-6777";0;5509
"2533";"851-28-9179";0;15213
"2534";"912-85-7179";0;6982
"2535";"236-77-3194";0;4182
"2536";"125-25-4790";0;16622
"2537";"497-78-6374";0;10129
"2538";"266-13-6105";0;18724
"2539";"738-98-5218";655626;7759
"2540";"864-54-2882";873947;18613
"2541";"588-31-3827";0;9216
"2542";"336-78-2376";0;6001
"2543";"334-23-7061";0;4020
"2544";"922-64-7832";0;6064
"2545";"676-55-2904";542331;19506
"2546";"152-32-1919";0;1265
"2547";"294-22-4839";0;12488
"2548";"724-18-6373";482488;5118
"2549";"683-48-5267";0;3420
"2550";"852-26-6064";0;4943
"2551";"202-15-3051";0;3742
"2552";"670-59-8495";0;6475
"2553";"286-73-6339";294939;9946
"2554";"171-10-4972";0;14293
"2555";"747-10-8593";0;13277
"2556";"398-31-4939";0;20120
"2557";"391-80-3807";0;2082
"2558";"194-52-7050";0;22599
"2559";"322-28-7259";0;7765
"2560";"927-77-8551";0;28463
"2561";"256-32-3663";381119;8271
"2562";"614-89-8043";396803;37583
"2563";"267-75-3387";751091;9720
"2564";"205-57-3773";0;8851
"2565";"477-11-6873";0;11183
"2566";"799-49-6088";0;10258
"2567";"623-21-5458";624382;5546
"2568";"174-42-6610";567612;25226
"2569";"233-92-9338";0;6586
"2570";"133-79-8951";0;5490
"2571";"895-28-3181";0;11705
"2572";"459-95-5833";0;8305
"2573";"237-82-3250";0;6915
"2574";"437-29-9679";0;11296
"2575";"578-55-8995";0;636
"2576";"671-33-3060";259108;7500
"2577";"660-93-9809";0;9891
"2578";"433-87-1086";0;11839
"2579";"635-83-2653";0;18433
"2580";"631-55-4428";835405;6973
"2581";"799-19-7322";0;10815
"2582";"643-71-6833";805423;8162
"2583";"355-36-6764";0;4598
"2584";"370-73-5557";0;9549
"2585";"656-22-9873";552406;21067
"2586";"739-73-5368";0;3127
"2587";"351-61-3330";0;1829
"2588";"339-26-2654";0;7167
"2589";"298-13-2894";0;741
"2590";"353-99-2358";0;922
"2591";"426-26-1462";0;15616
"2592";"132-15-2164";0;3616
"2593";"568-90-7322";0;19214
"2594";"441-40-9539";0;8797
"2595";"723-99-9609";0;10427
"2596";"183-44-7829";316307;11819
"2597";"677-79-9491";0;12013
"2598";"867-67-7172";467056;8495
"2599";"655-32-3873";0;16672
"2600";"543-88-1022";0;20286
"2601";"664-66-2128";857141;5640
"2602";"575-29-6726";0;4574
"2603";"263-36-8027";0;3237
"2604";"666-69-7817";0;12378
"2605";"928-87-2826";0;11911
"2606";"707-21-7109";446449;5140
"2607";"530-72-5628";0;8395
"2608";"141-82-2817";0;1595
"2609";"562-73-7585";285222;5162
"2610";"890-94-7563";0;16305
"2611";"558-90-6906";0;3371
"2612";"955-65-8415";546835;19291
"2613";"921-61-1287";0;8626
"2614";"450-92-8822";0;9251
"2615";"776-20-9004";463016;28271
"2616";"689-78-9962";0;24087
"2617";"421-46-1591";0;7467
"2618";"961-20-7670";376968;26293
"2619";"699-41-4445";0;7452
"2620";"932-24-7770";0;4697
"2621";"333-90-5960";723350;12983
"2622";"927-59-5688";0;30388
"2623";"809-31-2486";0;5094
"2624";"783-40-1233";0;4238
"2625";"191-51-8933";0;7899
"2626";"538-84-1082";148266;11465
"2627";"415-12-8143";663826;10799
"2628";"205-58-8609";0;18822
"2629";"458-13-3733";0;14117
"2630";"859-99-8799";0;11228
"2631";"667-45-2985";0;6393
"2632";"562-12-4024";0;13312
"2633";"484-37-3779";0;5920
"2634";"419-19-2250";0;39365
"2635";"236-51-9704";313984;8675
"2636";"890-72-4554";0;9514
"2637";"807-95-6113";561589;8017
"2638";"726-19-6995";0;2352
"2639";"817-15-3252";191115;14603
"2640";"760-20-8703";0;11073
"2641";"819-58-6950";337207;35351
"2642";"486-90-3112";0;14677
"2643";"509-70-9617";0;7822
"2644";"327-42-7302";0;7420
"2645";"523-18-1972";0;7391
"2646";"986-13-8889";712228;10568
"2647";"850-94-3959";0;21866
"2648";"551-70-5355";0;41509
"2649";"136-68-5748";0;9465
"2650";"648-97-4713";0;9383
"2651";"483-81-2191";0;22718
"2652";"502-79-1584";0;6563
"2653";"427-57-6016";0;10157
"2654";"176-96-5087";0;825
"2655";"927-52-9994";0;1460
"2656";"209-97-1687";0;22798
"2657";"532-15-4533";0;9726
"2658";"789-58-7542";0;1079
"2659";"741-67-6910";545955;3427
"2660";"699-39-1553";0;9143
"2661";"889-96-5548";0;2064
"2662";"996-40-3441";0;18607
"2663";"901-79-3274";0;16874
"2664";"264-34-1853";0;27028
"2665";"289-24-5904";0;2349
"2666";"872-41-7100";534549;25527
"2667";"837-61-5443";0;25244
"2668";"881-26-7442";0;620
"2669";"826-91-2594";0;10155
"2670";"272-90-3288";0;17580
"2671";"726-26-6122";0;31152
"2672";"311-18-8555";0;15530
"2673";"219-99-1278";0;10647
"2674";"897-94-2604";482824;7110
"2675";"701-31-6228";0;9025
"2676";"114-63-6907";0;24536
"2677";"660-19-5310";0;7893
"2678";"734-86-6526";0;9474
"2679";"147-16-8801";851202;6185
"2680";"807-28-3514";0;8903
"2681";"195-12-4076";0;2300
"2682";"472-49-1268";494955;12314
"2683";"569-27-3590";0;6355
"2684";"208-14-4504";768830;2632
"2685";"800-78-8272";0;5932
"2686";"193-70-7269";0;10322
"2687";"381-65-6988";0;7104
"2688";"499-37-1230";0;3759
"2689";"497-76-2792";428213;4261
"2690";"134-43-8674";0;13559
"2691";"169-81-5954";0;19358
"2692";"643-91-1175";0;18009
"2693";"886-88-1068";507031;18020
"2694";"247-50-9078";927972;2673
"2695";"120-74-8602";0;4775
"2696";"667-78-2960";0;33098
"2697";"537-43-4789";1015940;11751
"2698";"981-70-5524";0;13256
"2699";"526-87-2646";0;5691
"2700";"354-63-1538";0;12156
"2701";"320-26-3645";0;6700
"2702";"435-68-8570";0;5933
"2703";"628-32-4672";0;6487
"2704";"581-35-3000";0;5726
"2705";"855-11-4770";0;6882
"2706";"235-97-1937";0;25379
"2707";"484-72-6825";0;12728
"2708";"158-83-9815";0;15397
"2709";"489-61-2328";0;3283
"2710";"955-51-2609";0;28762
"2711";"680-43-1300";1035713;7021
"2712";"501-19-6093";337712;4820
"2713";"991-80-6907";190181;5338
"2714";"208-36-4476";0;5936
"2715";"710-13-7669";0;6088
"2716";"611-15-6941";0;7802
"2717";"190-73-7504";0;5629
"2718";"659-63-7137";0;6226
"2719";"439-98-5678";0;10984
"2720";"398-18-4235";452148;3563
"2721";"530-98-2011";615424;6899
"2722";"631-63-5870";420507;13297
"2723";"205-20-7260";0;21396
"2724";"418-92-7811";0;15885
"2725";"991-62-7618";501440;7364
"2726";"155-42-4450";0;16144
"2727";"403-89-9931";266093;5563
"2728";"615-52-1144";631815;10691
"2729";"687-79-4582";434258;4635
"2730";"402-72-9057";0;13084
"2731";"896-12-5602";941338;9029
"2732";"690-36-7851";564931;2082
"2733";"867-51-6777";0;7240
"2734";"522-53-3361";0;24083
"2735";"823-22-1554";733588;6495
"2736";"771-44-1393";0;9733
"2737";"109-46-4265";0;3052
"2738";"512-52-1500";0;7572
"2739";"990-73-1162";0;8318
"2740";"311-34-7310";391483;16167
"2741";"328-67-5805";0;6204
"2742";"578-42-7814";0;1638
"2743";"827-58-8711";208248;8188
"2744";"442-21-2370";532251;1290
"2745";"414-32-4113";0;7853
"2746";"536-35-1744";0;3065
"2747";"356-66-4288";0;14278
"2748";"421-61-7774";0;6500
"2749";"636-79-8172";422536;7967
"2750";"294-76-1165";0;18104
"2751";"319-70-6907";0;15016
"2752";"227-53-5594";0;7653
"2753";"942-58-4069";0;4282
"2754";"456-95-9383";292638;6788
"2755";"227-94-1888";0;10387
"2756";"914-51-9327";0;14015
"2757";"585-26-5713";0;12473
"2758";"132-62-2387";214468;14395
"2759";"187-98-3500";245601;3147
"2760";"497-81-9175";460647;19406
"2761";"922-17-9959";0;10513
"2762";"810-67-4516";736587;9045
"2763";"637-95-5817";0;15327
"2764";"156-64-4984";0;476
"2765";"556-89-7723";0;36856
"2766";"879-99-8298";0;16845
"2767";"989-45-8568";0;8355
"2768";"125-39-9281";0;8121
"2769";"532-58-1740";412247;20094
"2770";"432-45-4076";0;7729
"2771";"277-80-9030";474687;16783
"2772";"414-55-9808";0;2835
"2773";"140-16-6227";0;3427
"2774";"694-93-2475";0;3569
"2775";"253-30-1666";0;12240
"2776";"324-67-2407";364644;8634
"2777";"810-97-1020";0;18541
"2778";"154-56-9748";0;2285
"2779";"768-70-3106";0;7718
"2780";"315-49-4837";518801;18926
"2781";"103-46-4986";521588;13447
"2782";"778-48-3412";0;1437
"2783";"416-36-9467";287738;1820
"2784";"518-71-6243";0;11075
"2785";"807-64-1487";596282;3852
"2786";"898-84-4614";0;9144
"2787";"274-94-5913";155842;10025
"2788";"833-54-7253";0;15818
"2789";"216-11-6857";0;7965
"2790";"492-54-1826";393658;5384
"2791";"301-26-6002";0;16940
"2792";"791-31-6465";525263;5286
"2793";"121-60-5946";0;18618
"2794";"364-40-2208";0;6492
"2795";"812-94-3496";0;5484
"2796";"414-96-6153";279185;7043
"2797";"462-68-9771";595670;10164
"2798";"298-58-3592";0;8805
"2799";"876-35-3387";0;10758
"2800";"428-84-2744";0;1979
"2801";"878-93-3623";0;6639
"2802";"444-92-4456";0;22129
"2803";"310-82-2628";285588;24038
"2804";"752-39-4477";0;2811
"2805";"540-86-4413";324112;15119
"2806";"783-33-4265";0;2488
"2807";"179-75-7047";0;3213
"2808";"324-41-2001";0;14079
"2809";"197-71-1195";0;14932
"2810";"455-83-7339";0;15857
"2811";"682-11-5684";479270;6821
"2812";"820-58-9366";333405;11931
"2813";"698-64-1501";0;8356
"2814";"451-13-4176";0;5215
"2815";"968-82-8273";0;8444
"2816";"442-21-4551";0;14826
"2817";"827-26-3847";0;4517
"2818";"195-78-9492";0;5849
"2819";"406-95-8175";0;1027
"2820";"556-40-3362";864530;1099
"2821";"430-39-9047";0;824
"2822";"407-12-4241";0;39433
"2823";"249-68-1772";0;16068
"2824";"871-71-8713";292515;2804
"2825";"284-89-4586";0;13822
"2826";"673-65-9589";0;5673
"2827";"835-79-5599";369590;9909
"2828";"597-12-4830";0;5352
"2829";"608-87-7462";0;2127
"2830";"205-41-3579";0;5627
"2831";"949-58-2859";404412;6934
"2832";"459-27-7691";0;4695
"2833";"977-91-5795";549793;4009
"2834";"630-13-4470";0;20586
"2835";"503-27-6119";0;27613
"2836";"999-98-6229";0;600
"2837";"143-62-4673";575112;4338
"2838";"158-57-4649";0;4560
"2839";"493-40-9260";0;3637
"2840";"495-73-9807";0;17175
"2841";"906-53-7413";0;3573
"2842";"952-30-9226";0;4346
"2843";"553-49-7312";0;1749
"2844";"875-62-1465";0;6569
"2845";"925-17-2909";609172;4887
"2846";"506-22-5729";0;6936
"2847";"454-93-7778";0;2071
"2848";"301-37-7093";0;12058
"2849";"909-17-9142";0;6586
"2850";"367-68-1138";624807;1637
"2851";"220-26-6460";588589;10603
"2852";"148-91-4567";0;4512
"2853";"519-66-6603";437008;15069
"2854";"355-43-5154";1115085;9439
"2855";"981-44-2362";0;10048
"2856";"262-92-8205";655116;7288
"2857";"504-74-6849";0;4934
"2858";"352-31-5186";0;12276
"2859";"172-46-4604";0;12757
"2860";"840-64-8757";583418;3745
"2861";"668-48-6293";265311;5522
"2862";"566-30-8255";0;3918
"2863";"852-77-8452";0;6181
"2864";"229-76-1617";0;2287
"2865";"155-20-4061";0;9706
"2866";"522-76-5711";0;15201
"2867";"346-88-3534";0;10162
"2868";"552-16-4330";575193;2309
"2869";"688-70-3760";1002497;22142
"2870";"386-27-4898";259552;35690
"2871";"719-12-6763";337697;8612
"2872";"559-17-6685";0;5384
"2873";"117-25-9110";0;5662
"2874";"277-22-6367";0;20821
"2875";"904-78-1321";454940;3522
"2876";"299-75-9827";195052;7349
"2877";"702-88-2048";0;10830
"2878";"817-23-6862";0;9736
"2879";"582-19-9438";0;23319
"2880";"838-75-6685";0;3351
"2881";"799-46-5317";0;5716
"2882";"383-75-3773";0;25804
"2883";"260-19-4234";0;3036
"2884";"678-80-6544";558367;11437
"2885";"631-99-4048";476168;5362
"2886";"247-70-7860";562050;10236
"2887";"811-49-1679";143374;3152
"2888";"931-53-6744";458372;7362
"2889";"851-98-8942";367714;5900
"2890";"927-95-2312";0;3162
"2891";"725-33-1739";766193;10526
"2892";"684-58-7610";948328;7292
"2893";"468-18-7771";0;14628
"2894";"210-33-3160";0;9302
"2895";"450-25-1825";591764;13932
"2896";"367-84-7042";874415;6742
"2897";"688-75-3586";657546;18723
"2898";"975-95-6482";678926;22321
"2899";"914-32-6684";0;21172
"2900";"382-93-8962";0;3151
"2901";"912-54-1543";272348;6205
"2902";"772-94-5462";0;2409
"2903";"223-23-9916";308797;8097
"2904";"273-26-3517";0;5276
"2905";"152-92-6831";0;6997
"2906";"188-89-5812";536797;11169
"2907";"455-49-3624";0;4056
"2908";"484-94-8574";416049;643
"2909";"871-63-5584";0;11698
"2910";"182-19-2877";496606;5121
"2911";"834-25-5538";260996;15245
"2912";"728-48-2264";0;23747
"2913";"188-40-3291";405383;4319
"2914";"641-50-1350";0;7015
"2915";"805-99-6762";0;27565
"2916";"186-87-7787";0;3297
"2917";"576-54-8484";865098;4505
"2918";"224-64-1528";357739;8252
"2919";"455-88-5349";0;13683
"2920";"807-90-8095";0;992
"2921";"392-38-3525";0;10013
"2922";"172-82-4048";0;18747
"2923";"649-49-7999";0;2027
"2924";"487-20-9864";0;7274
"2925";"996-38-6144";731361;3255
"2926";"865-22-5864";836428;5632
"2927";"793-70-3081";0;1178
"2928";"613-76-3406";0;7122
"2929";"666-45-1690";0;12393
"2930";"607-25-9120";0;2853
"2931";"914-99-5930";772245;5616
"2932";"589-63-1135";595448;30375
"2933";"687-15-6052";0;5350
"2934";"176-93-6134";661112;7149
"2935";"125-75-7807";0;7579
"2936";"553-92-3483";0;6279
"2937";"116-23-4192";0;6261
"2938";"334-66-9086";0;4154
"2939";"757-43-5159";0;21582
"2940";"660-27-2072";0;33518
"2941";"332-32-5359";0;4775
"2942";"416-64-9946";0;4224
"2943";"945-83-3073";608065;14069
"2944";"874-19-6597";355886;7117
"2945";"778-51-3282";0;2648
"2946";"393-17-7302";713165;15799
"2947";"395-31-5057";0;3869
"2948";"577-26-2831";0;7686
"2949";"818-30-5265";213050;6094
"2950";"951-37-4794";0;10798
"2951";"672-52-1794";0;7755
"2952";"143-58-9736";0;7104
"2953";"308-98-6984";0;15688
"2954";"116-49-3529";374274;27165
"2955";"233-89-2553";0;16783
"2956";"371-78-7351";0;3187
"2957";"364-92-4657";0;20409
"2958";"652-59-3209";0;15246
"2959";"684-21-2456";648663;16752
"2960";"525-50-3231";339721;4628
"2961";"168-29-8616";0;2310
"2962";"164-40-4867";0;17889
"2963";"370-13-1261";395852;1241
"2964";"370-66-3638";467037;8683
"2965";"801-59-2461";0;6366
"2966";"131-53-4528";0;4981
"2967";"637-73-7897";0;5026
"2968";"303-71-2832";491082;16183
"2969";"598-19-8039";623683;5233
"2970";"912-24-9791";0;10370
"2971";"714-14-3135";184262;10130
"2972";"963-74-2601";0;18495
"2973";"278-59-4559";0;12092
"2974";"532-79-5684";0;7893
"2975";"947-63-3832";515434;9724
"2976";"888-71-9667";0;1542
"2977";"601-24-4502";0;4020
"2978";"474-76-9151";0;898
"2979";"154-86-1387";259763;13297
"2980";"262-86-6497";0;2634
"2981";"621-35-6876";0;3003
"2982";"355-24-1274";386602;22045
"2983";"552-79-5224";0;17222
"2984";"903-96-2686";0;8427
"2985";"353-74-6327";0;11526
"2986";"564-88-5518";954816;17000
"2987";"804-22-6055";0;2924
"2988";"341-95-8537";0;27716
"2989";"822-16-1081";0;18350
"2990";"422-88-2487";350171;29265
"2991";"502-62-3622";0;6378
"2992";"381-49-3932";478857;20733
"2993";"186-56-4678";0;10850
"2994";"183-89-5724";0;12517
"2995";"585-35-5009";0;22039
"2996";"250-52-7510";629127;12190
"2997";"823-54-4152";0;9973
"2998";"678-97-1221";522521;30772
"2999";"281-66-2247";0;1996
"3000";"498-69-1360";680702;6292
"3001";"783-12-4051";590987;11908
"3002";"114-75-1241";0;4714
"3003";"909-75-5326";370564;3342
"3004";"749-40-5766";0;13434
"3005";"793-32-1339";0;22673
"3006";"869-53-4787";0;6018
"3007";"198-30-5510";0;13957
"3008";"548-99-3614";628301;2925
"3009";"350-43-3507";0;6175
"3010";"892-72-9002";189329;11855
"3011";"930-93-1725";333797;10970
"3012";"684-85-7584";0;1620
"3013";"129-32-2548";0;8547
"3014";"151-97-4319";0;10955
"3015";"168-89-6608";0;13572
"3016";"252-85-5566";0;16841
"3017";"456-14-6528";0;10808
"3018";"754-84-1309";0;11095
"3019";"307-67-3206";378483;12467
"3020";"883-69-8045";0;13590
"3021";"800-66-6292";0;6177
"3022";"379-59-6928";224966;13011
"3023";"429-44-2586";412748;18135
"3024";"395-46-3575";264800;2995
"3025";"192-22-1259";0;2568
"3026";"626-90-7086";772820;24582
"3027";"337-86-6858";0;9568
"3028";"368-36-7832";599432;3882
"3029";"513-27-6436";340647;6680
"3030";"623-97-3814";0;1674
"3031";"714-44-2015";376213;1837
"3032";"221-26-5904";0;8259
"3033";"916-44-1221";0;1722
"3034";"169-28-1997";505901;6584
"3035";"770-87-1672";215465;6344
"3036";"348-98-9442";0;13704
"3037";"563-64-5952";0;5909
"3038";"678-31-9829";0;22806
"3039";"794-57-8036";0;4196
"3040";"637-80-1657";0;10139
"3041";"136-17-7548";225557;4951
"3042";"606-51-4216";0;3454
"3043";"622-91-9015";0;9589
"3044";"118-84-9985";827405;22311
"3045";"718-47-6404";0;5701
"3046";"458-73-2714";0;20355
"3047";"325-87-9403";0;5574
"3048";"353-60-1205";269015;4314
"3049";"576-62-5525";694603;18012
"3050";"801-64-8898";0;5672
"3051";"486-27-3841";814642;9068
"3052";"551-66-1209";0;8523
"3053";"396-43-7812";0;10552
"3054";"771-16-3069";415832;2217
"3055";"965-28-1668";0;3440
"3056";"715-82-5709";419210;14197
"3057";"168-25-4112";0;19911
"3058";"168-94-2269";0;2153
"3059";"738-52-2142";0;3885
"3060";"374-14-1707";0;5971
"3061";"610-99-2775";0;10592
"3062";"760-89-3845";364451;8641
"3063";"572-49-6941";374016;6068
"3064";"247-97-7944";0;9292
"3065";"940-31-7800";0;11030
"3066";"167-45-1323";316016;5464
"3067";"344-69-4149";470396;7043
"3068";"295-26-1608";0;15801
"3069";"825-49-1141";0;8249
"3070";"968-61-3785";0;7880
"3071";"238-29-2913";0;12370
"3072";"584-58-4554";0;12017
"3073";"479-56-4813";0;6776
"3074";"443-67-5876";722289;6317
"3075";"785-52-8238";0;11131
"3076";"269-36-2388";0;3830
"3077";"484-30-4345";0;3386
"3078";"126-60-1146";0;11858
"3079";"958-46-6443";356960;10277
"3080";"178-70-8447";0;7311
"3081";"404-45-1007";0;10950
"3082";"745-37-4681";0;21612
"3083";"921-34-2094";536974;3204
"3084";"212-30-3461";1043787;23378
"3085";"102-20-8861";567634;7876
"3086";"222-14-8059";0;6734
"3087";"870-39-9336";0;15698
"3088";"506-61-1210";0;2197
"3089";"619-63-4676";0;10963
"3090";"181-27-9320";0;3818
"3091";"384-37-2001";0;9564
"3092";"477-54-4548";0;11329
"3093";"838-63-6802";0;11499
"3094";"325-85-6147";0;15438
"3095";"451-13-9107";0;3825
"3096";"839-36-4557";677446;4523
"3097";"718-13-7524";428891;9198
"3098";"652-15-1618";0;3196
"3099";"896-36-9679";0;12426
"3100";"708-65-2528";0;409
"3101";"251-45-5585";0;16489
"3102";"972-27-2898";0;31178
"3103";"264-19-9885";0;8239
"3104";"699-63-2824";606461;5847
"3105";"511-63-3888";0;9360
"3106";"758-54-4861";0;20382
"3107";"166-51-9676";0;5990
"3108";"177-72-5139";0;30669
"3109";"191-22-4777";0;7664
"3110";"549-60-1211";0;14828
"3111";"570-74-1808";0;9456
"3112";"655-90-8260";628160;13929
"3113";"922-41-1170";291479;14477
"3114";"265-68-9700";0;3150
"3115";"338-14-5010";190253;1259
"3116";"504-27-1789";825187;20513
"3117";"522-48-7754";0;5436
"3118";"812-92-1857";0;5286
"3119";"288-28-2475";0;15342
"3120";"782-66-7708";0;16160
"3121";"724-85-7091";0;6176
"3122";"487-16-8923";793216;6194
"3123";"279-11-4582";923249;21509
"3124";"707-74-7274";0;14892
"3125";"142-25-3943";0;25768
"3126";"283-49-9305";0;8383
"3127";"106-44-3945";0;11802
"3128";"155-47-5537";0;2345
"3129";"107-81-6399";0;8816
"3130";"314-27-4380";0;6669
"3131";"450-95-4421";171857;2927
"3132";"545-73-9836";745408;14629
"3133";"429-35-9459";0;13372
"3134";"998-75-7343";0;14855
"3135";"779-70-3849";0;3434
"3136";"363-84-8333";0;9525
"3137";"393-73-8158";0;7991
"3138";"165-11-9268";391137;16718
"3139";"110-63-3202";704977;7183
"3140";"579-13-1652";0;20029
"3141";"562-30-2205";480453;7378
"3142";"146-64-8944";639567;1732
"3143";"408-70-5619";472416;11477
"3144";"773-96-3350";0;4685
"3145";"673-17-1740";0;7828
"3146";"715-48-9676";674284;19337
"3147";"664-41-9953";0;14255
"3148";"393-72-8753";0;3690
"3149";"952-26-3749";381791;5393
"3150";"114-20-8461";0;12403
"3151";"373-94-8727";0;16034
"3152";"480-33-5928";1017229;6247
"3153";"979-69-3644";537165;5308
"3154";"889-88-7764";1079087;1536
"3155";"229-18-4872";0;8445
"3156";"764-42-4000";0;1832
"3157";"387-35-6044";0;10703
"3158";"264-46-3386";0;7281
"3159";"345-77-9335";0;11214
"3160";"762-22-7327";0;12243
"3161";"301-17-7298";1087833;24760
"3162";"362-68-3421";298639;6624
"3163";"113-83-8207";0;10882
"3164";"758-20-1263";0;10893
"3165";"245-59-1943";0;3183
"3166";"564-24-5556";447688;4600
"3167";"158-65-9274";0;6295
"3168";"864-87-8770";264638;3257
"3169";"284-87-8059";0;12502
"3170";"283-38-4169";302944;3070
"3171";"886-41-2668";0;1885
"3172";"445-75-3950";0;793
"3173";"634-34-2120";320299;10886
"3174";"952-25-9036";0;12180
"3175";"338-98-6025";0;5561
"3176";"504-70-4591";0;4896
"3177";"395-28-9504";0;20251
"3178";"239-62-6612";0;57249
"3179";"786-13-8346";0;3699
"3180";"879-21-1054";0;5627
"3181";"285-61-2111";0;1080
"3182";"805-22-7409";0;12222
"3183";"489-43-6040";0;2609
"3184";"815-15-1872";0;2873
"3185";"473-79-1321";0;12668
"3186";"300-45-3166";0;4702
"3187";"289-32-7987";0;2063
"3188";"975-20-5573";444373;12565
"3189";"392-34-5030";0;8249
"3190";"254-75-6068";0;3574
"3191";"796-73-7229";0;10154
"3192";"758-97-5340";920449;9024
"3193";"263-57-6550";263606;5567
"3194";"383-88-7374";0;12524
"3195";"847-97-9357";518511;7901
"3196";"503-22-5588";0;13303
"3197";"484-53-2401";0;13708
"3198";"554-71-7801";523153;20801
"3199";"581-84-8000";0;17294
"3200";"156-84-7160";0;6446
"3201";"662-92-4138";0;10181
"3202";"729-18-2561";0;14894
"3203";"633-46-8124";0;14409
"3204";"313-29-7130";0;5427
"3205";"248-51-2304";118605;10697
"3206";"755-59-2229";0;11744
"3207";"330-23-9387";0;8994
"3208";"203-24-1053";0;17977
"3209";"870-94-7792";0;22705
"3210";"668-93-4801";0;2740
"3211";"248-52-2571";0;2218
"3212";"519-91-9026";0;4308
"3213";"536-45-6877";0;12942
"3214";"834-10-9355";0;12999
"3215";"498-87-8533";0;17067
"3216";"478-96-8341";0;10577
"3217";"102-83-6913";651837;12366
"3218";"439-99-7100";0;7485
"3219";"590-49-2331";0;7790
"3220";"711-56-3231";502132;6028
"3221";"922-88-5586";975414;13139
"3222";"536-33-7770";0;7454
"3223";"672-23-2457";0;14952
"3224";"127-19-2236";363617;10697
"3225";"633-67-1253";498527;9055
"3226";"268-31-8117";0;3497
"3227";"266-37-1664";0;11014
"3228";"224-43-4984";0;18970
"3229";"826-68-3923";402087;10845
"3230";"163-62-3376";1029870;12002
"3231";"933-46-4341";0;22216
"3232";"650-23-2788";0;17439
"3233";"886-14-4329";0;19625
"3234";"991-54-7895";0;1027
"3235";"284-83-5911";0;7588
"3236";"269-91-1919";1034161;3029
"3237";"716-12-6494";0;7993
"3238";"217-56-7972";212308;15686
"3239";"915-37-2448";598400;14125
"3240";"820-25-4441";0;14209
"3241";"231-18-7208";0;6647
"3242";"835-35-9506";0;16243
"3243";"827-54-5273";0;6773
"3244";"587-71-3962";0;9412
"3245";"700-10-9139";0;2654
"3246";"916-17-3149";0;9500
"3247";"693-36-9721";845911;27970
"3248";"569-21-4507";327273;3845
"3249";"259-99-7837";1084390;9880
"3250";"948-90-3892";0;8845
"3251";"447-46-3364";346952;8239
"3252";"661-88-8565";0;3639
"3253";"194-37-5743";444402;2136
"3254";"795-40-2575";738872;13619
"3255";"909-40-9152";0;13570
"3256";"707-31-3977";0;5051
"3257";"566-18-5583";0;6521
"3258";"927-41-5002";0;8262
"3259";"361-57-7983";0;30430
"3260";"764-57-4503";455058;2847
"3261";"460-18-6164";1174732;6108
"3262";"801-93-4280";191091;2704
"3263";"467-57-5667";0;6577
"3264";"302-90-2100";0;14630
"3265";"526-31-2183";0;7230
"3266";"932-85-3405";0;2241
"3267";"235-95-9187";0;12728
"3268";"702-27-4165";0;6722
"3269";"685-10-7413";0;4017
"3270";"787-75-3536";0;6342
"3271";"567-32-3571";0;12688
"3272";"517-51-2775";0;3768
"3273";"772-86-8082";890927;8351
"3274";"432-82-4703";0;18096
"3275";"409-46-5055";0;3845
"3276";"959-22-7092";0;1104
"3277";"833-92-4837";0;4777
"3278";"361-48-9422";0;6709
"3279";"623-58-9687";451154;3471
"3280";"673-29-9672";667567;5180
"3281";"823-56-1898";0;2067
"3282";"476-43-8189";345014;15094
"3283";"111-33-3926";0;2898
"3284";"957-59-1301";663754;8550
"3285";"391-92-7490";0;1012
